id,IP,sex,grade,residence,school,SNS_t,SES_t,CSES_t,EIB_t,inter_raw,center_SES,female,male,freshman,sophomore,junior,senior,rural,city,private,public
400,河南,male,sophomore,city,public,-0.782593920747202,32,22,25,-2.6943149677795684,3.442800788954635,0,1,0,1,0,0,0,1,0,1
401,浙江,female,freshman,city,private,-0.27301534802026844,21,12,20,2.0632313726620484,-7.557199211045365,1,0,1,0,0,0,0,1,1,0
402,云南,male,junior,city,public,0.6513890921562348,34,27,40,3.545381064704398,5.442800788954635,0,1,0,0,1,0,0,1,0,1
403,浙江,female,freshman,rural,public,0.6880452603391006,22,21,32,-4.5116498382590535,-6.557199211045365,1,0,1,0,0,0,1,0,0,1
404,云南,male,sophomore,rural,private,-0.3448038591487686,21,15,27,2.6057514523244714,-7.557199211045365,0,1,0,1,0,0,1,0,1,0
405,浙江,female,sophomore,city,public,0.6880452603391006,23,18,16,-3.823604577919953,-5.557199211045365,1,0,0,1,0,0,0,1,0,1
406,湖北,male,sophomore,city,public,0.5534458792800966,26,28,39,-1.4152713658513714,-2.557199211045365,0,1,0,1,0,0,0,1,0,1
407,四川,male,freshman,city,public,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365,0,1,1,0,0,0,0,1,0,1
408,浙江,female,sophomore,city,public,0.23385972909081051,29,17,26,0.10355327254612812,0.44280078895463504,1,0,0,1,0,0,0,1,0,1
409,浙江,male,sophomore,city,private,1.1057366470398051,29,17,25,0.4896210596852785,0.44280078895463504,0,1,0,1,0,0,0,1,1,0
410,吉林,female,sophomore,city,public,0.6878966282377817,27,21,28,-1.0711920867726406,-1.557199211045365,1,0,0,1,0,0,0,1,0,1
411,浙江,female,freshman,rural,private,1.1057366470398051,28,20,31,-0.6161155873545267,-0.557199211045365,1,0,1,0,0,0,1,0,1,0
412,河北,female,junior,rural,public,0.25210680136460345,31,17,26,0.6158466932742828,2.442800788954635,1,0,0,0,1,0,1,0,0,1
413,浙江,female,freshman,rural,private,-0.06341482402968553,26,19,22,0.1621643379772925,-2.557199211045365,1,0,1,0,0,0,1,0,1,0
414,云南,female,sophomore,city,private,0.23981059982520095,20,14,20,-2.052107075624525,-8.557199211045365,1,0,0,1,0,0,0,1,1,0
415,浙江,male,sophomore,city,public,0.13590312468071108,26,24,32,-0.34753136321211425,-2.557199211045365,0,1,0,1,0,0,0,1,0,1
416,浙江,female,freshman,rural,public,0.05699404930298838,18,15,26,-0.6016975323357896,-10.557199211045365,1,0,1,0,0,0,1,0,0,1
417,云南,female,senior,city,private,1.1057366470398051,32,20,24,3.806831000804694,3.442800788954635,1,0,0,0,0,1,0,1,1,0
418,云南,female,senior,city,private,0.20548667388568478,26,20,26,-0.5254703603408093,-2.557199211045365,1,0,0,0,0,1,0,1,1,0
419,吉林,female,freshman,rural,public,0.20548667388568478,29,20,32,0.09098966131624503,0.44280078895463504,1,0,1,0,0,0,1,0,0,1
420,云南,female,sophomore,rural,private,0.20548667388568478,27,16,31,-0.31998368645512454,-1.557199211045365,1,0,0,1,0,0,1,0,1,0
421,浙江,male,junior,city,public,-1.5056809499108625,31,17,31,-3.6780786123562192,2.442800788954635,0,1,0,0,1,0,0,1,0,1
422,浙江,male,freshman,city,public,0.549389314732634,29,20,32,0.24327002200685663,0.44280078895463504,0,1,1,0,0,0,0,1,0,1
423,江西,female,senior,city,public,-0.03707674686527181,24,24,31,0.16896612156254542,-4.557199211045365,1,0,0,0,0,1,0,1,0,1
424,湖北,male,junior,city,public,1.1057366470398051,34,26,33,6.018304294884304,5.442800788954635,0,1,0,0,1,0,0,1,0,1
425,云南,male,junior,city,private,-0.5650288997630125,23,18,25,3.139978155980844,-5.557199211045365,0,1,0,0,1,0,0,1,1,0
426,辽宁,female,sophomore,city,public,0.2500718233238914,27,19,27,-0.38941164598463957,-1.557199211045365,1,0,0,1,0,0,0,1,0,1
427,云南,female,senior,rural,private,0.27020524153707737,28,18,29,-0.1505581474047818,-0.557199211045365,1,0,0,0,0,1,1,0,1,0
428,黑龙江,male,junior,city,public,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365,0,1,0,0,1,0,0,1,0,1
429,浙江,female,freshman,city,public,-0.6947632992684355,29,13,24,-0.30764173705278847,0.44280078895463504,1,0,1,0,0,0,0,1,0,1
430,吉林,female,sophomore,rural,public,0.40480462259608135,33,24,32,1.7984662966423535,4.442800788954635,1,0,0,1,0,0,1,0,0,1
431,吉林,male,sophomore,rural,public,-0.06356345613100438,27,16,26,0.09898096373851668,-1.557199211045365,0,1,0,1,0,0,1,0,0,1
432,河南,female,senior,city,public,0.8184394447493232,25,24,35,-2.911352147150699,-3.557199211045365,1,0,0,0,0,1,0,1,0,1
433,吉林,male,sophomore,city,public,0.20548667388568478,23,28,40,-1.1419303819978637,-5.557199211045365,0,1,0,1,0,0,0,1,0,1
434,云南,female,junior,city,private,-0.3468040938740236,30,20,32,-0.5003692202541385,1.442800788954635,1,0,0,0,1,0,0,1,1,0
435,上海,female,senior,city,public,0.5392553715537666,27,18,26,-0.8397280391355004,-1.557199211045365,1,0,0,0,0,1,0,1,0,1
436,云南,male,freshman,city,private,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365,0,1,1,0,0,0,0,1,1,0
437,山东,male,junior,city,public,-0.2284301985820618,25,21,29,0.8125717221750463,-3.557199211045365,0,1,0,0,1,0,0,1,0,1
438,江苏,female,junior,city,public,0.2662973090909335,35,17,36,1.7157005131075629,6.442800788954635,1,0,0,0,1,0,0,1,0,1
439,北京,female,senior,rural,public,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365,1,0,0,0,0,1,1,0,0,1
440,陕西,male,freshman,city,private,-0.33261358614769354,32,21,32,-1.1451223168063098,3.442800788954635,0,1,1,0,0,0,0,1,1,0
441,陕西,female,junior,city,private,-0.5663685771606591,34,20,32,-3.0826313386091497,5.442800788954635,1,0,0,0,1,0,0,1,1,0
442,陕西,female,freshman,city,private,0.43333427015006043,37,28,40,3.658554917904011,8.442800788954635,1,0,1,0,0,0,0,1,1,0
443,云南,male,freshman,city,private,1.1057366470398051,28,21,25,-0.6161155873545267,-0.557199211045365,0,1,1,0,0,0,0,1,1,0
444,云南,male,sophomore,city,private,0.0011551115203882745,26,20,32,-0.0029538502686063074,-2.557199211045365,0,1,0,1,0,0,0,1,1,0
445,云南,male,sophomore,city,private,-0.3630295796410658,27,20,27,0.5653093750031981,-1.557199211045365,0,1,0,1,0,0,0,1,1,0
446,云南,male,sophomore,rural,private,0.20548667388568478,26,20,32,-0.5254703603408093,-2.557199211045365,0,1,0,1,0,0,1,0,1,0
447,云南,male,sophomore,rural,private,0.6253616707284201,28,18,28,-0.348451029547887,-0.557199211045365,0,1,0,1,0,0,1,0,1,0
448,云南,male,sophomore,rural,private,0.2703538736383963,27,20,30,-0.420994838732769,-1.557199211045365,0,1,0,1,0,0,1,0,1,0
449,河南,female,senior,rural,private,-0.48531140737917156,27,15,25,0.7557265406821616,-1.557199211045365,1,0,0,0,0,1,1,0,1,0
450,江苏,male,freshman,city,public,-0.17369771443102655,28,24,32,0.0967842294413511,-0.557199211045365,0,1,1,0,0,0,0,1,0,1
451,云南,female,senior,rural,public,-0.6947632992684355,26,23,28,1.776648160752518,-2.557199211045365,1,0,0,0,0,1,1,0,0,1
452,云南,male,sophomore,rural,public,-0.21033175840958776,31,18,21,-0.5137985853851567,2.442800788954635,0,1,0,1,0,0,1,0,0,1
453,云南,male,senior,city,private,-0.3812766519148587,25,16,26,1.3562770053815536,-3.557199211045365,0,1,0,0,0,1,0,1,1,0
454,云南,female,sophomore,rural,private,-1.2005959631845056,34,20,32,-6.534604655636377,5.442800788954635,1,0,0,1,0,0,1,0,1,0
455,浙江,male,sophomore,city,public,-0.01725398438868477,30,20,29,-0.02489406228860534,1.442800788954635,0,1,0,1,0,0,0,1,0,1
456,浙江,male,sophomore,city,private,-0.784777530889233,23,22,26,4.361165075503775,-5.557199211045365,0,1,0,1,0,0,0,1,1,0
457,国外,male,freshman,city,private,0.8368351491244348,24,20,26,-3.8136244813649047,-4.557199211045365,0,1,1,0,0,0,0,1,1,0
458,天津,female,sophomore,city,public,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365,1,0,0,1,0,0,0,1,0,1
459,云南,female,senior,city,private,0.2703538736383963,34,20,32,1.4714822767360052,5.442800788954635,1,0,0,0,0,1,0,1,1,0
460,浙江,male,sophomore,city,private,-0.24259935452689615,26,20,32,0.62037487799629365,-2.557199211045365,0,1,0,1,0,0,0,1,1,0
461,河北,female,junior,city,public,1.1057366470398051,31,24,34,2.701094353764889,2.442800788954635,1,0,0,0,1,0,0,1,0,1
462,福建,male,freshman,rural,private,0.38452257228157655,27,17,22,-0.5987782461860053,-1.557199211045365,0,1,1,0,0,0,1,0,1,0
463,云南,female,sophomore,city,private,-0.7626225261692962,28,18,27,0.424932669906955,-0.557199211045365,1,0,0,1,0,0,0,1,1,0
464,天津,female,freshman,city,public,0.38452257228157655,26,20,32,-0.9833008184675819,-2.557199211045365,1,0,1,0,0,0,0,1,0,1
465,江西,female,senior,rural,public,1.1057366470398051,31,16,39,2.701094353764889,2.442800788954635,1,0,0,0,0,1,1,0,0,1
466,北京,male,freshman,rural,public,-0.4508602011198322,27,19,25,0.7020791494755573,-1.557199211045365,0,1,1,0,0,0,1,0,0,1
467,北京,female,sophomore,city,public,-0.2304517850888125,29,21,29,-0.10204423225333017,0.44280078895463504,1,0,0,1,0,0,0,1,0,1
468,北京,female,senior,city,public,1.1057366470398051,27,20,28,-1.7218522343943317,-1.557199211045365,1,0,0,0,0,1,0,1,0,1
469,北京,male,sophomore,rural,public,1.1057366470398051,32,23,30,3.806831000804694,3.442800788954635,0,1,0,1,0,0,1,0,0,1
470,陕西,female,freshman,city,public,0.9711372659808011,26,20,24,-2.4833914503828574,-2.557199211045365,1,0,1,0,0,0,0,1,0,1
471,云南,female,junior,city,private,0.41914376242373036,28,22,33,-0.23354657373708845,-0.557199211045365,1,0,0,0,1,0,0,1,1,0
472,北京,female,freshman,city,public,1.1057366470398051,33,19,18,4.912567647844499,4.442800788954635,1,0,1,0,0,0,0,1,0,1
473,北京,female,sophomore,city,public,0.5534458792800966,36,27,36,4.119187426949595,7.442800788954635,1,0,0,1,0,0,0,1,0,1
474,安徽,female,senior,city,public,1.1057366470398051,27,20,32,-1.7218522343943317,-1.557199211045365,1,0,0,0,0,1,0,1,0,1
475,江苏,female,sophomore,city,private,0.22373374615947764,27,21,30,-0.34839801300376255,-1.557199211045365,1,0,0,1,0,0,0,1,1,0
476,天津,female,freshman,city,public,-0.1677681954781319,26,15,25,0.4290166971151835,-2.557199211045365,1,0,1,0,0,0,0,1,0,1
477,云南,female,sophomore,rural,private,-0.9982859873259597,29,19,26,-0.44204182279029175,0.44280078895463504,1,0,0,1,0,0,1,0,1,0
478,江苏,male,junior,rural,public,0.5171003668338298,25,18,30,-1.839429016932568,-3.557199211045365,0,1,0,0,1,0,1,0,0,1
479,云南,male,sophomore,rural,public,-0.9639620613864436,31,23,31,-2.3547672840771408,2.442800788954635,0,1,0,1,0,0,1,0,0,1
480,安徽,female,freshman,rural,public,-0.39548055117515,24,24,29,1.8022836557991797,-4.557199211045365,1,0,1,0,0,0,1,0,0,1
481,北京,female,sophomore,city,public,0.20548667388568478,37,28,36,1.7348830524017234,8.442800788954635,1,0,0,1,0,0,0,1,0,1
482,云南,female,sophomore,city,private,-0.8594814096181741,31,27,32,-2.0995418655071174,2.442800788954635,1,0,0,1,0,0,0,1,1,0
483,浙江,female,sophomore,city,public,0.5534458792800966,26,28,40,-1.4152713658513714,-2.557199211045365,1,0,0,1,0,0,0,1,0,1
484,重庆,female,freshman,city,public,0.11765605240691827,32,19,23,0.4050663500518261,3.442800788954635,1,0,1,0,0,0,0,1,0,1
485,云南,female,sophomore,city,private,0.05278885265420672,26,17,24,-0.13499161235932744,-2.557199211045365,1,0,0,1,0,0,0,1,1,0
486,浙江,female,sophomore,rural,public,-0.784777530889233,30,20,27,-1.1322776407208557,1.442800788954635,1,0,0,1,0,0,1,0,0,1
487,北京,female,senior,city,public,1.1057366470398051,33,17,24,4.912567647844499,4.442800788954635,1,0,0,0,0,1,0,1,0,1
488,上海,male,senior,city,public,0.2500718233238914,26,18,30,-0.639483469308531,-2.557199211045365,0,1,0,0,0,1,0,1,0,1
489,云南,female,junior,rural,private,-0.36084596949903486,24,17,24,1.6444469675099014,-4.557199211045365,1,0,0,0,1,0,1,0,1,0
490,云南,female,junior,city,private,-0.19801420508868953,27,10,19,0.30834756393988244,-1.557199211045365,1,0,0,0,1,0,0,1,1,0
491,云南,male,junior,city,public,0.41710878438301835,38,27,38,3.9386751582518746,9.442800788954635,0,1,0,0,1,0,0,1,0,1
492,浙江,female,junior,city,private,-0.3649025340464977,21,12,16,2.7576411424046468,-7.557199211045365,1,0,0,0,1,0,0,1,1,0
493,浙江,female,sophomore,rural,public,1.1057366470398051,31,21,32,2.701094353764889,2.442800788954635,1,0,0,1,0,0,1,0,0,1
494,辽宁,male,sophomore,city,private,0.836537884921797,29,13,21,0.3704196354338134,0.44280078895463504,0,1,0,1,0,0,0,1,1,0
495,云南,male,junior,rural,public,0.18738823371321076,35,27,38,1.2073050600082897,6.442800788954635,0,1,0,0,1,0,1,0,0,1
496,浙江,female,sophomore,city,public,0.5535945113814155,28,20,28,-0.30846242498076903,-0.557199211045365,1,0,0,1,0,0,0,1,0,1
497,云南,female,sophomore,city,private,0.07103592492799964,32,20,30,0.24456253838623937,3.442800788954635,1,0,0,1,0,0,0,1,1,0
498,云南,male,sophomore,rural,private,0.0011551115203882745,34,15,24,0.006287041894499888,5.442800788954635,0,1,0,1,0,0,1,0,1,0
499,云南,male,sophomore,rural,private,-0.026631375526996532,32,16,26,-0.09168652067529082,3.442800788954635,0,1,0,1,0,0,1,0,1,0
500,云南,female,freshman,city,private,0.5511136370367469,29,20,29,0.24403355328352988,0.44280078895463504,1,0,1,0,0,0,0,1,1,0
501,浙江,female,sophomore,city,public,-0.6947632992684355,29,16,24,-0.30764173705278847,0.44280078895463504,1,0,0,1,0,0,0,1,0,1
502,云南,female,sophomore,city,private,0.219528549510696,38,21,33,2.072964360517667,9.442800788954635,1,0,0,1,0,0,0,1,1,0
503,云南,female,junior,rural,private,0.20548667388568478,31,19,26,0.5019630090876146,2.442800788954635,1,0,0,0,1,0,1,0,1,0
504,国外,male,senior,city,public,0.1357544925793923,28,23,36,-0.07564229616110124,-0.557199211045365,0,1,0,0,0,1,0,1,0,1
505,云南,female,sophomore,rural,private,0.20548667388568478,26,20,32,-0.5254703603408093,-2.557199211045365,1,0,0,1,0,0,1,0,1,0
506,云南,female,sophomore,rural,private,0.5534458792800966,28,21,32,-0.30837960729117814,-0.557199211045365,1,0,0,1,0,0,1,0,1,0
507,云南,female,sophomore,city,private,-1.3978789338541902,26,14,18,3.574654906788871,-2.557199211045365,1,0,0,1,0,0,0,1,1,0
508,云南,female,sophomore,city,private,-0.9376239842220299,30,22,33,-1.352804624178333,1.442800788954635,1,0,0,1,0,0,0,1,1,0
509,江苏,female,sophomore,city,private,0.8224960092967858,24,16,23,-3.7482781646552734,-4.557199211045365,1,0,0,1,0,0,0,1,1,0
510,云南,female,sophomore,rural,private,-0.0799375739993654,28,20,29,0.04454115316532688,-0.557199211045365,1,0,0,1,0,0,1,0,1,0
511,福建,female,sophomore,city,private,-0.8228252414353082,29,20,32,-0.36434766607934255,0.44280078895463504,1,0,0,1,0,0,0,1,1,0
512,湖北,female,senior,city,public,-0.0958524040298085,28,20,27,0.05340888390221086,-0.557199211045365,1,0,0,0,0,1,0,1,0,1
513,云南,male,sophomore,city,private,-1.114489664009852,23,14,22,6.193441081553764,-5.557199211045365,0,1,0,1,0,0,0,1,1,0
514,台湾,male,senior,city,public,1.1057366470398051,35,24,32,7.124040941924109,6.442800788954635,0,1,0,0,0,1,0,1,0,1
515,台湾,female,junior,city,private,1.1057366470398051,31,20,31,2.701094353764889,2.442800788954635,1,0,0,0,1,0,0,1,1,0
516,云南,female,junior,rural,private,-0.26774638639498205,25,12,24,0.9524272344444776,-3.557199211045365,1,0,0,0,1,0,1,0,1,0
517,北京,female,senior,city,public,1.1057366470398051,34,28,38,6.018304294884304,5.442800788954635,1,0,0,0,0,1,0,1,0,1
518,北京,female,senior,city,public,0.07321953507003053,27,23,34,-0.11401740224415996,-1.557199211045365,1,0,0,0,0,1,0,1,0,1
519,浙江,female,sophomore,city,public,0.5353474391076226,31,20,32,1.307747146616944,2.442800788954635,1,0,0,1,0,0,0,1,0,1
520,国外,male,senior,city,public,0.4867057251219533,31,24,38,1.1889251293166454,2.442800788954635,0,1,0,0,0,1,0,1,0,1
521,云南,female,freshman,city,private,0.07088729282668077,21,16,24,-0.5357093934229337,-7.557199211045365,1,0,1,0,0,0,0,1,1,0
522,江苏,male,senior,city,public,-0.6298960995157241,25,22,27,2.2406659082378866,-3.557199211045365,0,1,0,0,0,1,0,1,0,1
523,云南,female,senior,rural,private,-0.06341482402968553,27,18,28,0.09874951394760695,-1.557199211045365,1,0,0,0,0,1,1,0,1,0
524,北京,female,senior,city,public,0.836537884921797,37,28,40,7.0627227148081895,8.442800788954635,1,0,0,0,0,1,0,1,0,1
525,北京,female,freshman,city,public,0.3867061824236074,22,17,22,-2.5357094742944435,-6.557199211045365,1,0,1,0,0,0,0,1,0,1
526,江苏,female,senior,rural,public,0.5392553715537666,33,24,34,2.395804190187099,4.442800788954635,1,0,0,0,0,1,1,0,0,1
527,广东,female,senior,city,public,0.2703538736383963,34,28,32,1.4714822767360052,5.442800788954635,1,0,0,0,0,1,0,1,0,1
528,云南,male,sophomore,city,public,0.20548667388568478,29,22,32,0.09098966131624503,0.44280078895463504,0,1,0,1,0,0,0,1,0,1
529,云南,female,sophomore,city,public,-0.4094876834847043,39,16,28,-4.2761983041612766,10.442800788954635,1,0,0,1,0,0,0,1,0,1
530,云南,female,junior,rural,public,0.4007480580486187,26,20,32,-1.0247926178698898,-2.557199211045365,1,0,0,0,1,0,1,0,0,1
531,云南,female,junior,rural,public,-0.3811280198135399,30,19,28,-0.5498918076796931,1.442800788954635,1,0,0,0,1,0,1,0,0,1
532,云南,female,junior,rural,public,0.9712858980821201,36,28,39,7.229087448546115,7.442800788954635,1,0,0,0,1,0,1,0,0,1
533,云南,female,junior,rural,public,-0.6298960995157241,30,16,32,-0.9088145893407341,1.442800788954635,1,0,0,0,1,0,1,0,0,1
534,云南,male,junior,rural,public,0.38264961787614465,23,13,25,-2.1264601545681217,-5.557199211045365,0,1,0,0,1,0,1,0,0,1
535,云南,female,junior,rural,public,-0.4954453505580389,26,14,23,1.2669524595631114,-2.557199211045365,1,0,0,0,1,0,1,0,0,1
536,云南,female,freshman,rural,public,0.6535727022982657,31,14,23,1.5965479128134163,2.442800788954635,1,0,1,0,0,0,1,0,0,1
537,云南,female,freshman,rural,public,-0.8295113124287585,27,18,25,1.2917143612672681,-1.557199211045365,1,0,1,0,0,0,1,0,0,1
538,云南,female,junior,city,public,0.2703538736383963,40,28,40,3.093605518566383,11.442800788954635,1,0,0,0,1,0,0,1,0,1
539,云南,female,junior,rural,public,1.1057366470398051,32,20,32,3.806831000804694,3.442800788954635,1,0,0,0,1,0,1,0,0,1
540,云南,female,junior,rural,public,0.6677632100245958,32,19,29,2.298975706307558,3.442800788954635,1,0,0,0,1,0,1,0,0,1
541,云南,female,junior,rural,public,0.20548667388568478,29,19,27,0.09098966131624503,0.44280078895463504,1,0,0,0,1,0,1,0,0,1
542,云南,female,junior,rural,public,-0.3609946016003538,21,12,16,2.7281081184058293,-7.557199211045365,1,0,0,0,1,0,1,0,0,1
543,云南,female,junior,city,public,1.1057366470398051,34,26,40,6.018304294884304,5.442800788954635,1,0,0,0,1,0,0,1,0,1
544,云南,female,sophomore,rural,public,-0.5157274008725439,29,18,30,-0.22836449999188577,0.44280078895463504,1,0,0,1,0,0,1,0,0,1
545,云南,female,junior,city,public,-1.5950132724225556,24,12,19,7.268793226690956,-4.557199211045365,1,0,0,0,1,0,0,1,0,1
546,云南,female,junior,rural,public,0.9570953903557898,28,8,24,-0.5332927964014017,-0.557199211045365,1,0,0,0,1,0,1,0,0,1
547,云南,female,junior,rural,public,0.6838400636903191,22,19,27,-4.484075526111373,-6.557199211045365,1,0,0,0,1,0,1,0,0,1
548,云南,female,junior,rural,public,0.4046559904947625,29,20,32,0.17918199184630013,0.44280078895463504,1,0,0,0,1,0,1,0,0,1
549,云南,male,freshman,city,public,0.27050250573971507,26,22,34,-0.6917287942633937,-2.557199211045365,0,1,1,0,0,0,0,1,0,1
550,云南,male,junior,city,public,0.8226446413981047,26,25,36,-2.1036662279539304,-2.557199211045365,0,1,0,0,1,0,0,1,0,1
551,云南,female,junior,rural,public,-0.03504176882455976,30,18,32,-0.05055829170644076,1.442800788954635,1,0,0,0,1,0,1,0,0,1
552,云南,male,sophomore,rural,public,0.05278885265420672,25,21,29,-0.18778046501353415,-3.557199211045365,0,1,0,1,0,0,1,0,0,1
553,云南,female,junior,rural,public,0.24992319122257253,40,27,33,2.8598212896997133,11.442800788954635,1,0,0,0,1,0,1,0,0,1
554,云南,male,junior,rural,public,-0.36708614418852864,25,20,30,1.305798542493119,-3.557199211045365,0,1,0,0,1,0,1,0,0,1
555,云南,female,freshman,rural,public,0.9712858980821201,32,20,28,3.343943856217634,3.442800788954635,1,0,1,0,0,0,1,0,0,1
556,云南,male,junior,city,public,0.8022139589822809,29,25,27,0.3552209739477752,0.44280078895463504,0,1,0,0,1,0,0,1,0,1
557,云南,male,sophomore,rural,public,-0.6947632992684355,26,16,24,1.776648160752518,-2.557199211045365,0,1,0,1,0,0,1,0,0,1
558,云南,female,junior,rural,public,-0.7685520451221909,30,21,30,-1.1088674970549952,1.442800788954635,1,0,0,0,1,0,1,0,0,1
559,云南,male,junior,rural,public,0.2560147338107473,30,28,40,0.3693782599261571,1.442800788954635,0,1,0,0,1,0,1,0,0,1
560,云南,female,junior,city,public,-0.25260678980874934,26,20,32,0.6459658836036362,-2.557199211045365,1,0,0,0,1,0,0,1,0,1
561,云南,female,sophomore,city,private,-0.07775396385733448,26,22,26,0.19883237503162554,-2.557199211045365,1,0,0,1,0,0,0,1,1,0
562,云南,male,junior,city,private,1.1057366470398051,34,15,29,6.018304294884304,5.442800788954635,0,1,0,0,1,0,0,1,1,0
563,云南,female,junior,rural,public,0.5534458792800966,26,17,28,-1.4152713658513714,-2.557199211045365,1,0,0,0,1,0,1,0,0,1
564,云南,female,junior,city,private,0.3865575503222885,27,21,30,-0.6019471123854966,-1.557199211045365,1,0,0,0,1,0,0,1,1,0
565,云南,male,junior,city,private,-0.7867991173959837,30,16,24,-1.135194387327736,1.442800788954635,0,1,0,0,1,0,0,1,1,0
566,云南,female,sophomore,city,private,0.20548667388568478,32,21,27,0.7074496829732994,3.442800788954635,1,0,0,1,0,0,0,1,1,0
567,云南,female,junior,city,private,0.836537884921797,32,24,25,2.8800332901992047,3.442800788954635,1,0,0,0,1,0,0,1,1,0
568,云南,female,junior,city,private,1.1057366470398051,40,28,40,12.652724177123135,11.442800788954635,1,0,0,0,1,0,0,1,1,0
569,云南,female,sophomore,city,private,0.34008605494468874,32,20,29,1.1708485382760438,3.442800788954635,1,0,0,1,0,0,0,1,1,0
570,云南,male,junior,city,private,-1.5323296828118753,33,13,21,-6.807835523735205,4.442800788954635,0,1,0,0,1,0,0,1,1,0
571,云南,female,junior,city,private,-0.6883744924776231,25,28,38,2.448685201545154,-3.557199211045365,1,0,0,0,1,0,0,1,1,0
572,云南,male,junior,city,private,0.7022357680654308,34,25,23,3.8221293924586908,5.442800788954635,0,1,0,0,1,0,0,1,1,0
573,云南,female,sophomore,rural,private,-0.32077667244620894,28,14,27,0.17873650880878508,-0.557199211045365,1,0,0,1,0,0,1,0,1,0
574,云南,male,junior,city,private,0.4007480580486187,24,16,21,-1.8262887339671272,-4.557199211045365,0,1,0,0,1,0,0,1,1,0
575,云南,female,junior,rural,public,-0.49935328300418286,27,16,22,0.7775925383270264,-1.557199211045365,1,0,0,0,1,0,1,0,0,1
576,云南,male,junior,rural,public,1.1057366470398051,40,28,40,12.652724177123135,11.442800788954635,0,1,0,0,1,0,1,0,0,1
577,云南,male,junior,city,private,0.5673391228037891,32,20,29,1.9532355795937155,3.442800788954635,0,1,0,0,1,0,0,1,1,0
578,云南,male,freshman,city,private,0.9530388258083272,18,12,22,-10.061420739919273,-10.557199211045365,0,1,1,0,0,0,0,1,1,0
579,云南,female,freshman,city,private,-0.6947632992684355,26,16,24,1.776648160752518,-2.557199211045365,1,0,1,0,0,0,0,1,1,0
580,云南,male,junior,rural,public,0.6858616501970697,36,27,36,5.104731631200478,7.442800788954635,0,1,0,0,1,0,1,0,0,1
581,云南,male,freshman,city,private,-0.1818100711031431,22,18,25,1.1921648547976316,-6.557199211045365,0,1,1,0,0,0,0,1,1,0
582,云南,female,sophomore,city,private,-0.5650288997630125,36,15,27,-4.205397540938319,7.442800788954635,1,0,0,1,0,0,0,1,1,0
583,云南,male,junior,rural,public,-0.6361362742052177,31,17,27,-1.5539541925111677,2.442800788954635,0,1,0,0,1,0,1,0,0,1
584,云南,male,junior,city,private,-0.3649025340464977,29,16,25,-0.16157912996733476,0.44280078895463504,0,1,0,0,1,0,0,1,1,0
585,云南,female,freshman,rural,private,0.28033918471594477,28,23,32,-0.15620477254882525,-0.557199211045365,1,0,1,0,0,0,1,0,1,0
586,云南,male,sophomore,city,private,0.35412793056970004,26,21,32,-0.9055756646619647,-2.557199211045365,0,1,0,1,0,0,0,1,1,0
587,河北,female,junior,city,private,-0.6947632992684355,30,20,31,-1.002405036321224,1.442800788954635,1,0,0,0,1,0,0,1,1,0
588,云南,female,freshman,rural,private,0.1500936324070412,25,16,21,-0.53391295078126,-3.557199211045365,1,0,1,0,0,0,1,0,1,0
589,云南,female,junior,city,private,0.0707386607253619,26,21,26,-0.18089284739730122,-2.557199211045365,1,0,0,0,1,0,0,1,1,0
590,云南,male,senior,city,public,0.9712858980821201,26,28,32,-2.483771532275086,-2.557199211045365,0,1,0,0,0,1,0,1,0,1
591,云南,female,freshman,rural,private,-1.8844940848550689,26,14,25,4.8190267870110395,-2.557199211045365,1,0,1,0,0,0,1,0,1,0
592,云南,male,freshman,city,private,1.1057366470398051,38,26,36,10.441250883043525,9.442800788954635,0,1,1,0,0,0,0,1,1,0
593,河北,male,junior,city,private,-1.5950132724225556,37,25,29,-13.466379314802268,8.442800788954635,0,1,0,0,1,0,0,1,1,0
594,河北,female,sophomore,rural,private,-2.4952632455766763,30,21,32,-3.6001677793675317,1.442800788954635,1,0,0,1,0,0,1,0,1,0
595,云南,female,freshman,rural,private,0.2095211142288428,28,16,25,-0.116744999545657,-0.557199211045365,1,0,1,0,0,0,1,0,1,0
596,云南,female,sophomore,rural,private,0.18536664720645998,33,20,32,0.823547086454736,4.442800788954635,1,0,0,1,0,0,1,0,1,0
597,云南,male,freshman,rural,private,0.9711372659808011,30,24,30,1.401157613540347,1.442800788954635,0,1,1,0,0,0,1,0,1,0
598,云南,female,freshman,rural,private,0.20548667388568478,30,18,30,0.2964763352019298,1.442800788954635,1,0,1,0,0,0,1,0,1,0
599,云南,female,junior,rural,public,0.20548667388568478,26,20,32,-0.5254703603408093,-2.557199211045365,1,0,0,0,1,0,1,0,0,1
600,云南,female,junior,rural,public,1.1057366470398051,37,24,32,9.33551423600372,8.442800788954635,1,0,0,0,1,0,1,0,0,1
601,云南,female,junior,rural,public,0.9570953903557898,24,12,23,-4.361674357824561,-4.557199211045365,1,0,0,0,1,0,1,0,0,1
